line_index,S_max_MVA,P_max_MW,Q_max_MVAr
0,10.392304845413264,6.112575270241083,8.40454779066888
1,10.392304845413264,6.112575270241083,8.40454779066888
2,7.534421012924616,5.313514132607079,5.341728892651222
3,7.534421012924616,5.313514132607079,5.341728892651222
4,7.534421012924616,5.313514132607079,5.341728892651222
5,7.534421012924616,5.313514132607079,5.341728892651222
6,7.534421012924616,5.313514132607079,5.341728892651222
7,7.534421012924616,5.313514132607079,5.341728892651222
8,7.534421012924616,5.313514132607079,5.341728892651222
